arrest_year,arrest_date,arrest_hour,age,race,sex,arrest_category,description,offense_location_district,PSA
2020,10/6/2020,23,19,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,5D,507
2020,8/11/2020,14,31,BLACK,FEMALE,Simple Assault,Simple Assault,6D,607
2020,2/22/2020,19,35,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,3D,307
2020,6/26/2020,19,45,BLACK,FEMALE,Disorderly Conduct,Crossing Police Line,3D,303
2020,1/23/2020,17,20,BLACK,MALE,Property Crimes,Unlawful Entry Of A Motor Vehicle,3D,307
2020,2/3/2020,9,24,UNKNOWN,MALE,Traffic Violations,No Permit,2D,204
2020,5/18/2020,17,26,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,708
2020,5/5/2020,20,55,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,4D,406
2020,12/13/2020,8,39,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,701
2020,11/24/2020,8,30,BLACK,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",6D,603
2020,5/5/2020,6,58,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,2D,203
2020,2/6/2020,17,19,BLACK,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,7D,703
2020,10/3/2020,16,26,BLACK,MALE,Simple Assault,Simple Assault,6D,607
2020,4/13/2020,21,33,BLACK,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),2D,202
2020,3/4/2020,7,47,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,107
2020,2/9/2020,1,34,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,3D,305
2020,1/11/2020,20,48,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,4D,407
2020,4/9/2020,14,30,BLACK,MALE,Simple Assault,Simple Assault,7D,704
2020,8/26/2020,10,21,BLACK,MALE,Simple Assault,Simple Assault,1D,107
2020,4/20/2020,18,30,BLACK,FEMALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,4D,408
2020,12/6/2020,15,26,BLACK,FEMALE,Simple Assault,Simple Assault,6D,601
2020,5/26/2020,13,34,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (OAG),1D,105
2020,8/7/2020,9,26,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,701
2020,4/1/2020,19,24,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,604
2020,9/9/2020,0,18,BLACK,MALE,Motor Vehicle Theft,Theft First Degree (Stolen Auto),5D,505
2020,5/30/2020,22,32,ASIAN,FEMALE,Release Violations/Fugitive,Bench Warrant,1D,104
2020,10/23/2020,17,34,BLACK,MALE,Other Crimes,Unlawful Entry,6D,601
2020,10/31/2020,0,36,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,7D,703
2020,11/6/2020,23,24,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2020,2/20/2020,8,24,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,107
2020,8/22/2020,16,39,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,1D,104
2020,9/3/2020,13,40,BLACK,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,5D,501
2020,9/26/2020,1,45,BLACK,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,5D,502
2020,2/21/2020,18,34,BLACK,MALE,Traffic Violations,No Permit,2D,201
2020,10/25/2020,13,27,ASIAN,MALE,Simple Assault,Simple Assault,1D,101
2020,11/13/2020,11,26,BLACK,MALE,Traffic Violations,No Permit,6D,604
2020,3/13/2020,17,38,BLACK,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),4D,405
2020,8/12/2020,12,57,BLACK,MALE,Offenses Against Family & Children,"Lewd, Indecent, Or Obscene Acts (all Other Offenses)",1D,102
2020,3/19/2020,9,23,BLACK,FEMALE,Simple Assault,Simple Assault,7D,706
2020,12/14/2020,0,49,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,707
2020,9/29/2020,11,29,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2020,10/22/2020,10,29,BLACK,MALE,Simple Assault,Simple Assault,7D,704
2020,11/19/2020,22,28,BLACK,MALE,Fraud and Financial Crimes,Counterfeiting,6D,601
2020,2/5/2020,15,32,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,5D,503
2020,10/23/2020,0,33,UNKNOWN,MALE,Release Violations/Fugitive,Fugitive From Justice,6D,603
2020,3/31/2020,17,28,WHITE,FEMALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,604
2020,10/5/2020,17,28,BLACK,FEMALE,Other Crimes,Unlawful Entry,7D,706
2020,1/3/2020,15,41,BLACK,MALE,Narcotics,Distribution Of Marijuana-misd,7D,707
2020,8/22/2020,12,21,BLACK,FEMALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,1D,105
2020,1/22/2020,16,20,BLACK,MALE,Robbery,Robbery,4D,406
2020,1/1/2020,19,48,BLACK,MALE,Traffic Violations,Counterfeit Tags,7D,703
2020,11/6/2020,8,29,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),5D,505
2020,3/18/2020,13,54,BLACK,MALE,Theft,Theft Second Degree (theft From Building),1D,106
2020,7/2/2020,22,18,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,4D,402
2020,4/29/2020,20,24,BLACK,MALE,Homicide,Murder I,5D,507
2020,3/8/2020,23,49,BLACK,MALE,Traffic Violations,No Permit,6D,602
2020,1/6/2020,15,37,BLACK,FEMALE,Release Violations/Fugitive,Fugitive From Justice,1D,105
2020,6/6/2020,14,36,WHITE,MALE,Simple Assault,Simple Assault,1D,103
2020,10/3/2020,19,48,BLACK,MALE,Simple Assault,Simple Assault,2D,207
2020,2/29/2020,3,31,BLACK,MALE,Assault with a Dangerous Weapon,Assault W/i To Kill,3D,304
2020,10/23/2020,23,22,BLACK,MALE,Traffic Violations,No Permit,6D,604
2020,1/25/2020,3,35,BLACK,MALE,Simple Assault,Simple Assault,7D,707
2020,5/3/2020,20,75,BLACK,MALE,Simple Assault,Simple Assault,1D,107
2020,11/2/2020,11,60,BLACK,MALE,Theft,Theft First Degree (shoplifting),5D,505
2020,6/1/2020,21,19,UNKNOWN,MALE,Offenses Against Family & Children,Curfew Violation,3D,301
2020,8/31/2020,0,30,WHITE,MALE,Disorderly Conduct,Riot Act -felony,2D,207
2020,3/8/2020,10,25,BLACK,MALE,Simple Assault,Simple Assault,7D,701
2020,5/20/2020,9,19,BLACK,MALE,Other Crimes,Unlawful Entry,7D,705
2020,12/4/2020,2,26,BLACK,MALE,Traffic Violations,Counterfeit Tags,6D,604
2020,2/22/2020,5,49,BLACK,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,4D,404
2020,5/19/2020,23,34,BLACK,MALE,Simple Assault,Simple Assault,5D,505
2020,2/23/2020,13,26,BLACK,MALE,Simple Assault,Simple Assault,2D,203
2020,3/26/2020,17,38,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,4D,404
2020,10/7/2020,5,22,BLACK,MALE,Kidnapping,Kidnapping,6D,603
2020,1/1/2020,5,34,BLACK,FEMALE,Simple Assault,Simple Assault,6D,607
2020,3/11/2020,0,24,WHITE,MALE,Prostitution,Sexual Solicitation,3D,307
2020,3/2/2020,2,21,BLACK,FEMALE,Simple Assault,Simple Assault,1D,103
2020,1/5/2020,23,37,BLACK,MALE,Traffic Violations,No Permit,4D,404
2020,1/22/2020,23,28,BLACK,MALE,Simple Assault,Simple Assault,1D,106
2020,5/4/2020,17,37,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,7D,705
2020,6/10/2020,12,36,WHITE,MALE,Simple Assault,Simple Assault,3D,305
2020,9/24/2020,20,33,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,1D,105
2020,11/25/2020,2,29,BLACK,MALE,Burglary,Burglary Two,1D,101
2020,8/11/2020,8,20,BLACK,MALE,Motor Vehicle Theft,Theft First Degree (Stolen Auto),6D,606
2020,6/1/2020,21,26,WHITE,FEMALE,Offenses Against Family & Children,Curfew Violation,3D,301
2020,2/27/2020,22,23,BLACK,MALE,Traffic Violations,No Permit,4D,404
2020,9/10/2020,1,35,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2020,10/13/2020,19,39,BLACK,FEMALE,Arson,Arson,6D,608
2020,6/2/2020,21,18,WHITE,MALE,Disorderly Conduct,Unlawful Assembly-disorderly Conduct (curfew/loitering/vagrancy Violations),2D,206
2020,7/4/2020,9,24,BLACK,MALE,Simple Assault,Simple Assault,7D,707
2020,5/12/2020,7,35,WHITE,MALE,Simple Assault,Simple Assault,7D,702
2020,3/9/2020,11,27,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,1D,102
2020,1/6/2020,16,33,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business/Prior Felony) 2015,7D,704
2020,3/1/2020,11,28,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,4D,402
2020,8/21/2020,20,28,BLACK,MALE,Simple Assault,Simple Assault,7D,703
2020,6/1/2020,2,19,BLACK,MALE,Offenses Against Family & Children,Curfew Violation,5D,506
2020,7/18/2020,18,25,BLACK,MALE,Robbery,Robbery,6D,601
2020,8/26/2020,1,26,WHITE,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,4D,403
2020,7/17/2020,0,19,BLACK,MALE,Simple Assault,Simple Assault,7D,705
2020,11/6/2020,16,25,BLACK,FEMALE,Simple Assault,Simple Assault,5D,503
2020,3/13/2020,9,31,WHITE,MALE,Sex Offenses,Second Degree Child Sex Abuse (F),3D,304
2020,11/17/2020,2,29,BLACK,MALE,Traffic Violations,Leaving After Colliding- Property Damage,7D,706
2020,10/17/2020,15,45,BLACK,MALE,Simple Assault,Simple Assault,7D,708
2020,8/13/2020,23,30,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,6D,603
2020,9/12/2020,17,19,BLACK,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,5D,501
2020,10/22/2020,19,27,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,3D,302
2020,10/13/2020,18,19,BLACK,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,1D,106
2020,9/29/2020,22,27,BLACK,MALE,Traffic Violations,Counterfeit Tags,1D,107
2020,8/8/2020,12,65,BLACK,MALE,Simple Assault,Simple Assault,6D,608
2020,8/2/2020,22,28,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,6D,607
2020,11/25/2020,11,24,BLACK,FEMALE,Traffic Violations,No Permit,6D,602
2020,5/26/2020,16,36,BLACK,FEMALE,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),3D,306
2020,2/6/2020,20,24,BLACK,FEMALE,Simple Assault,Simple Assault,6D,605
2020,6/1/2020,20,32,UNKNOWN,MALE,Offenses Against Family & Children,Curfew Violation,2D,207
2020,9/29/2020,19,41,BLACK,MALE,Release Violations/Fugitive,Contempt - Misdemeanor,3D,303
2020,12/28/2020,15,21,BLACK,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,7D,703
2020,1/18/2020,15,28,UNKNOWN,FEMALE,Simple Assault,Threats To Do Bodily Harm -misd,4D,408
2020,7/10/2020,4,27,BLACK,FEMALE,Simple Assault,Simple Assault,7D,708
2020,1/19/2020,5,22,BLACK,MALE,Simple Assault,Simple Assault,7D,703
2020,5/23/2020,1,46,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,707
2020,1/28/2020,10,54,BLACK,MALE,Narcotics,Possession Of Drug Paraphernalia,7D,706
2020,4/2/2020,17,20,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,1D,105
2020,5/12/2020,15,29,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2020,12/12/2020,21,26,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),2D,207
2020,10/7/2020,15,27,BLACK,MALE,Simple Assault,Simple Assault,4D,409
2020,2/25/2020,21,29,BLACK,MALE,Disorderly Conduct,Disorderly Conduct - Inciting Violence (M),7D,708
2020,10/9/2020,9,28,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,2D,204
2020,6/1/2020,21,20,ASIAN,MALE,Offenses Against Family & Children,Curfew Violation,3D,301
2020,8/27/2020,0,21,BLACK,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),3D,305
2020,4/20/2020,21,32,WHITE,MALE,Simple Assault,Simple Assault,3D,302
2020,3/16/2020,19,24,BLACK,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",1D,105
2020,7/25/2020,14,33,BLACK,MALE,Simple Assault,Simple Assault,5D,507
2020,6/28/2020,10,29,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2020,1/25/2020,16,18,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,5D,506
2020,1/23/2020,9,65,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,1D,106
2020,11/29/2020,9,33,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,603
2020,11/19/2020,19,33,BLACK,FEMALE,Simple Assault,Simple Assault,7D,704
2020,12/29/2020,18,32,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,705
2020,10/2/2020,10,26,BLACK,FEMALE,Simple Assault,Simple Assault,5D,507
2020,9/6/2020,21,37,BLACK,MALE,Simple Assault,Simple Assault,4D,403
2020,6/7/2020,18,20,UNKNOWN,FEMALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,702
2020,8/29/2020,17,24,BLACK,FEMALE,Burglary,Burglary One,5D,507
2020,11/25/2020,21,22,BLACK,MALE,Simple Assault,Simple Assault,1D,101
2020,1/9/2020,20,26,BLACK,MALE,Narcotics,Distribution Of A Controlled Substance,3D,307
2020,4/25/2020,21,18,BLACK,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,4D,409
2020,7/31/2020,4,42,BLACK,MALE,Simple Assault,Simple Assault,6D,603
2020,6/1/2020,21,25,UNKNOWN,MALE,Offenses Against Family & Children,Curfew Violation,3D,301
2020,9/9/2020,21,20,BLACK,MALE,Weapon Violations,Felon In Possession,6D,603
2020,3/12/2020,8,27,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,2D,209
2020,7/23/2020,15,36,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2020,10/11/2020,5,45,WHITE,MALE,Driving/Boating While Intoxicated,Driving Under The Influence-3rd Or Subsequent Offense,4D,406
2020,2/20/2020,12,18,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,2D,208
2020,12/22/2020,12,45,BLACK,MALE,Other Crimes,Unlawful Entry,3D,306
2020,10/12/2020,2,26,BLACK,MALE,Other Crimes,Unlawful Entry,3D,303
2020,6/20/2020,22,63,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,4D,404
2020,1/9/2020,22,30,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,5D,507
2020,6/16/2020,22,22,BLACK,FEMALE,Simple Assault,Simple Assault,5D,503
2020,12/20/2020,13,27,BLACK,MALE,Theft,Shoplifting,2D,207
2020,1/10/2020,19,28,BLACK,MALE,Robbery,Robbery,7D,705
2020,8/27/2020,5,33,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,6D,606
2020,7/26/2020,17,36,BLACK,MALE,Property Crimes,Unauthorized Use Of A Vehicle,6D,607
2020,5/29/2020,8,30,BLACK,FEMALE,Release Violations/Fugitive,Contempt - Condition Of Release Violation,7D,704
2020,2/21/2020,18,61,BLACK,FEMALE,Simple Assault,Simple Assault,7D,707
2020,10/15/2020,22,22,UNKNOWN,FEMALE,Simple Assault,Simple Assault,1D,103
2020,4/21/2020,22,20,BLACK,MALE,Motor Vehicle Theft,Theft First Degree (Stolen Auto),1D,106
2020,7/29/2020,17,59,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),1D,106
2020,2/2/2020,23,46,WHITE,MALE,Simple Assault,Simple Assault,3D,302
2020,7/28/2020,10,29,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,1D,102
2020,9/25/2020,18,23,WHITE,MALE,Driving/Boating While Intoxicated,Driving Under Influence -2nd Off,5D,505
2020,1/31/2020,8,41,BLACK,MALE,Traffic Violations,No Permit,6D,607
2020,12/25/2020,2,39,BLACK,MALE,Simple Assault,Simple Assault,3D,306
2020,10/19/2020,18,57,BLACK,FEMALE,Narcotics,Distribution Of A Controlled Substance,4D,408
2020,3/9/2020,1,43,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,5D,501
2020,2/10/2020,23,33,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,4D,402
2020,8/25/2020,2,120,BLACK,MALE,Damage to Property,Destruction Of Public Property,6D,606
2020,10/13/2020,15,27,BLACK,MALE,Other Crimes,Unlawful Entry,4D,409
2020,1/13/2020,22,26,WHITE,MALE,Simple Assault,Simple Assault,2D,205
2020,10/22/2020,11,72,WHITE,FEMALE,Other Crimes,Unlawful Entry,2D,207
2020,2/5/2020,18,24,BLACK,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,7D,703
2020,9/18/2020,1,29,BLACK,MALE,Simple Assault,Simple Assault,7D,704
2020,10/19/2020,22,25,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,3D,306
2020,8/14/2020,17,19,BLACK,MALE,Other Crimes,Unlawful Entry,1D,106
2020,10/31/2020,18,34,BLACK,MALE,Traffic Violations,Leaving After Colliding - Personal Injury,6D,605
2020,2/27/2020,8,43,BLACK,MALE,Traffic Violations,Permit Suspended-oas,2D,204
2020,7/22/2020,14,33,BLACK,FEMALE,Offenses Against Family & Children,Second Degree Cruelty To Children Grave Risk,1D,102
2020,10/28/2020,7,22,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),1D,105
2020,2/25/2020,14,19,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),2D,209
2020,12/8/2020,17,43,BLACK,MALE,Liquor Law Violations,Possession Of Open Container Of Alcohol - Vehicle,7D,706
2020,2/24/2020,15,28,BLACK,MALE,Release Violations/Fugitive,Bench Warrant,5D,502
2020,1/24/2020,9,26,BLACK,FEMALE,Traffic Violations,No Permit,6D,601
2020,7/27/2020,23,32,BLACK,MALE,Theft,Theft Second Degree (all Other Larceny),7D,702
2020,2/18/2020,20,31,BLACK,MALE,Traffic Violations,Allow Operation W/improper Tags,4D,404
2020,4/1/2020,11,26,BLACK,MALE,Simple Assault,Simple Assault,6D,606
2020,8/26/2020,19,33,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2020,6/7/2020,22,34,BLACK,FEMALE,Other Crimes,Unlawful Entry,4D,407
2020,5/25/2020,18,26,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,708
2020,6/12/2020,10,30,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,706
2020,8/22/2020,7,53,UNKNOWN,MALE,Traffic Violations,No Permit,1D,101
2020,7/25/2020,5,24,BLACK,MALE,Damage to Property,Destruction Of Public Property,3D,308
2020,2/8/2020,13,28,BLACK,MALE,Simple Assault,Threats To Do Bodily Harm -misd,5D,502
2020,3/10/2020,15,25,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,4D,402
2020,6/15/2020,0,43,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),7D,704
2020,8/5/2020,17,35,BLACK,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),3D,302
2020,10/17/2020,15,26,BLACK,MALE,Simple Assault,Simple Assault,4D,403
2020,4/24/2020,14,27,BLACK,MALE,Robbery,Robbery,7D,707
2020,6/6/2020,21,19,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,708
2020,6/22/2020,15,40,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,6D,604
2020,2/14/2020,17,21,BLACK,MALE,Release Violations/Fugitive,Probation Violation (Warrant),5D,506
2020,9/4/2020,18,35,BLACK,MALE,Traffic Violations,Permit Revoked-oar,6D,607
2020,5/4/2020,0,43,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,6D,603
2020,5/9/2020,23,41,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,2D,207
2020,3/5/2020,12,62,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,605
2020,8/18/2020,19,55,BLACK,FEMALE,Simple Assault,Simple Assault,5D,506
2020,5/4/2020,17,27,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,5D,506
2020,11/24/2020,9,26,BLACK,MALE,Other Crimes,Unlawful Entry,1D,104
2020,6/18/2020,1,24,BLACK,MALE,Simple Assault,Simple Assault,3D,302
2020,7/3/2020,18,57,BLACK,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,7D,708
2020,1/13/2020,13,28,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,7D,704
2020,9/29/2020,18,33,BLACK,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,3D,307
2020,3/14/2020,18,29,UNKNOWN,FEMALE,Simple Assault,Simple Assault,5D,503
2020,2/4/2020,2,27,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,1D,105
2020,10/9/2020,15,55,BLACK,MALE,Narcotics,Poss Of A Controlled Substance -misd,5D,506
2020,9/15/2020,23,24,BLACK,MALE,Fraud and Financial Crimes,Extortion,5D,505
2020,10/7/2020,9,45,WHITE,MALE,Sex Offenses,Second Degree Child Sex Abuse (F),2D,205
2020,3/17/2020,7,28,BLACK,FEMALE,Traffic Violations,No Permit,5D,507
2020,3/11/2020,16,23,WHITE,FEMALE,Traffic Violations,No Permit,4D,402
2020,12/22/2020,16,48,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),6D,607
2020,5/25/2020,15,29,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,7D,702
2020,8/18/2020,18,20,BLACK,MALE,Release Violations/Fugitive,Tampering Of Gps Device,4D,405
2020,2/27/2020,11,23,WHITE,MALE,Traffic Violations,No Permit,3D,303
2020,4/18/2020,0,26,BLACK,MALE,Offenses Against Family & Children,"Violation Of Tpo- Fail To Appear To Hearing, Evidence, Protection Order",7D,705
2020,8/31/2020,0,57,WHITE,MALE,Disorderly Conduct,Riot Act -felony,2D,207
2020,12/22/2020,11,27,BLACK,MALE,Simple Assault,Simple Assault,4D,407
2020,8/24/2020,20,56,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,3D,304
2020,2/5/2020,7,36,BLACK,MALE,Other Crimes,Unlawful Entry,6D,603
2020,8/15/2020,3,28,BLACK,MALE,Simple Assault,Simple Assault,7D,706
2020,10/5/2020,17,24,BLACK,MALE,Release Violations/Fugitive,Parole Violation (Warrant),5D,506
2020,6/9/2020,5,44,BLACK,MALE,Aggravated Assault,Assault With Significant Bodily Injury,5D,507
2020,2/25/2020,22,56,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),4D,402
2020,1/26/2020,23,36,BLACK,MALE,Simple Assault,Simple Assault,7D,701
2020,5/8/2020,12,47,BLACK,FEMALE,Damage to Property,Destruction Of Property Less Than $1000,7D,701
2020,5/29/2020,20,18,BLACK,MALE,Other Crimes,Unlawful Entry,6D,603
2020,11/5/2020,8,28,WHITE,FEMALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2020,10/18/2020,12,24,BLACK,FEMALE,Simple Assault,Simple Assault,7D,707
2020,1/8/2020,2,26,BLACK,MALE,Simple Assault,Simple Assault,6D,605
2020,5/1/2020,14,38,BLACK,MALE,Theft,Theft Second Degree - Felony (theft From Building),3D,308
2020,12/15/2020,15,28,BLACK,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,6D,608
2020,3/5/2020,20,51,BLACK,MALE,Other Crimes,Resisting Arrest,3D,302
2020,1/22/2020,10,41,BLACK,FEMALE,Release Violations/Fugitive,Bench Warrant,1D,102
2020,2/4/2020,23,35,BLACK,MALE,Prostitution,Sexual Solicitation,4D,401
2020,6/1/2020,21,33,WHITE,FEMALE,Offenses Against Family & Children,Curfew Violation,3D,301
2020,1/9/2020,11,31,BLACK,FEMALE,Traffic Violations,No Permit,6D,603
2020,8/14/2020,12,35,BLACK,FEMALE,Simple Assault,Simple Assault,3D,303
2020,11/6/2020,9,29,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (OAG),1D,102
2020,2/21/2020,7,34,BLACK,MALE,Damage to Property,Destruction Of Property Less Than $1000,6D,607
2020,10/26/2020,3,37,WHITE,MALE,Driving/Boating While Intoxicated,Driving While Intoxicated -2nd Off,4D,403
2020,11/16/2020,13,21,BLACK,MALE,Damage to Property,Destruction Of Property $1000 Or More,6D,602
2020,12/1/2020,9,39,BLACK,MALE,Traffic Violations,No Permit,6D,603
2020,2/12/2020,12,27,BLACK,FEMALE,Narcotics,Consumption of marijuana in public space prohibited,7D,704
2020,11/10/2020,10,46,BLACK,MALE,Simple Assault,Simple Assault,7D,703
2020,9/27/2020,17,21,BLACK,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,7D,706
2020,7/31/2020,16,40,BLACK,MALE,Narcotics,Possession Of Drug Paraphernalia,6D,603
2020,7/11/2020,11,37,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,2D,207
2020,2/5/2020,16,26,BLACK,MALE,Aggravated Assault,Aggravated Assault,1D,107
2020,11/9/2020,6,61,BLACK,FEMALE,Other Crimes,Unlawful Entry,2D,207
2020,8/8/2020,20,32,BLACK,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,5D,503
2020,11/3/2020,8,25,BLACK,FEMALE,Traffic Violations,Counterfeit Tags,6D,602
2020,10/7/2020,11,35,BLACK,FEMALE,Simple Assault,Simple Assault,5D,507
2020,8/11/2020,8,31,BLACK,MALE,Release Violations/Fugitive,Failure To Appear (USAO),1D,102
2020,9/23/2020,19,53,BLACK,MALE,Release Violations/Fugitive,Contempt - Misdemeanor,2D,203
2020,6/26/2020,16,61,BLACK,MALE,Robbery,Robbery,2D,208
2020,8/3/2020,13,27,BLACK,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,6D,604
2020,1/24/2020,18,32,BLACK,MALE,Simple Assault,Simple Assault,5D,506
2020,7/11/2020,22,22,BLACK,MALE,Traffic Violations,Failure To Obey - Emergency,3D,306
2020,2/27/2020,6,58,BLACK,FEMALE,Simple Assault,Threats To Do Bodily Harm -misd,6D,608
2020,8/25/2020,1,36,BLACK,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),7D,703
2020,4/18/2020,20,52,BLACK,FEMALE,Simple Assault,Simple Assault,7D,708
2020,3/17/2020,17,120,BLACK,FEMALE,Narcotics,Distribution Of A Controlled Substance,3D,302
2020,3/15/2020,0,20,BLACK,MALE,Traffic Violations,No Permit,7D,708
2020,11/14/2020,16,24,BLACK,FEMALE,Disorderly Conduct,Disorderly Conduct - Inciting Violence (M),2D,207
2020,5/22/2020,18,29,BLACK,MALE,Release Violations/Fugitive,Fugitive From Justice,1D,102
2020,8/15/2020,18,29,BLACK,MALE,Simple Assault,Simple Assault,7D,705
