Year,Measurement_Region,January_Average_Temperature,February_Average_Temperature,March_Average_Temperature,April_Average_Temperature,May_Average_Temperature,June_Average_Temperature,July_Average_Temperature,August_Average_Temperature,September_Average_Temperature,October_Average_Temperature,November_Average_Temperature,December_Average_Temperature,January_December_Average_Temperature,December_November_Average_Temperature,Seasonal_Temperature_December_January_February,Seasonal_Temperature_March_April_May,Seasonal_Temperature_June_July_August,Seasonal_Temperature_September_October_November
1947-01-05,Northern Hemisphere Land,-0.21,-0.08,0.38,0.37,0.00,-0.09,0.00,0.02,0.11,0.64,0.35,-0.01,0.12,0.09,-0.24,0.25,-0.03,0.37
1947-01-05,Southern Hemisphere Land & Ocean,-0.01,0.09,-0.03,-0.14,-0.06,0.07,-0.09,-0.04,-0.12,-0.18,0.05,-0.33,-0.07,-0.06,-0.05,-0.08,-0.02,-0.08
1946-01-05,Global Land & Ocean,0.15,0.07,0.01,0.06,-0.08,-0.21,-0.14,-0.16,-0.07,-0.06,-0.06,-0.35,-0.07,-0.05,0.04,-0.01,-0.17,-0.06
1946-01-05,Northern Hemisphere Land & Ocean,0.35,0.20,0.11,0.31,0.02,-0.04,-0.04,-0.06,-0.03,0.03,0.08,-0.52,0.03,0.06,0.10,0.15,-0.05,0.03
1946-01-05,Southern Hemisphere Land & Ocean,-0.04,-0.04,-0.09,-0.19,-0.17,-0.39,-0.24,-0.28,-0.12,-0.15,-0.19,-0.17,-0.17,-0.15,0.00,-0.15,-0.30,-0.16
1946-01-05,Global Land,-0.02,-0.07,-0.19,0.01,-0.02,-0.20,0.03,-0.06,-0.01,-0.17,-0.10,-0.33,-0.09,-0.10,-0.16,-0.06,-0.08,-0.09
1946-01-05,Northern Hemisphere Land,0.29,0.23,0.08,0.34,-0.04,-0.02,-0.01,-0.05,0.02,-0.01,0.16,-0.43,0.05,0.04,-0.01,0.13,-0.03,0.06
1946-01-05,Southern Hemisphere Land & Ocean,-0.29,-0.33,-0.43,-0.30,-0.05,-0.38,0.03,-0.03,-0.06,-0.29,-0.31,-0.23,-0.22,-0.23,-0.29,-0.26,-0.13,-0.22
1945-01-05,Global Land & Ocean,0.10,-0.02,0.07,0.18,0.04,0.00,0.03,0.27,0.22,0.18,0.07,-0.09,0.09,0.10,0.03,0.10,0.10,0.16
1945-01-05,Northern Hemisphere Land & Ocean,0.10,-0.10,0.10,0.27,0.06,0.08,0.04,0.30,0.20,0.21,0.10,-0.25,0.09,0.11,-0.01,0.14,0.14,0.17
1945-01-05,Southern Hemisphere Land & Ocean,0.11,0.08,0.04,0.10,0.03,-0.07,0.03,0.24,0.25,0.16,0.07,0.08,0.09,0.09,0.09,0.06,0.06,0.16
1945-01-05,Global Land,-0.01,-0.17,-0.03,0.10,-0.29,-0.32,-0.24,0.17,0.03,0.02,-0.09,-0.38,-0.10,-0.09,-0.14,-0.07,-0.13,-0.01
1945-01-05,Northern Hemisphere Land,-0.12,-0.32,0.10,0.28,-0.21,-0.06,-0.13,0.19,0.13,0.13,0.00,-0.54,-0.04,-0.03,-0.26,0.06,0.00,0.09
1945-01-05,Southern Hemisphere Land & Ocean,0.06,-0.03,-0.13,-0.05,-0.37,-0.57,-0.33,0.20,-0.03,-0.03,-0.19,-0.25,-0.14,-0.13,-0.03,-0.19,-0.24,-0.08
1944-01-05,Global Land & Ocean,0.35,0.26,0.27,0.19,0.19,0.20,0.18,0.17,0.30,0.25,0.10,0.02,0.21,0.22,0.29,0.22,0.18,0.22
1944-01-05,Northern Hemisphere Land & Ocean,0.60,0.46,0.32,0.18,0.23,0.18,0.14,0.14,0.37,0.42,0.18,-0.03,0.27,0.30,0.48,0.24,0.15,0.32
1944-01-05,Southern Hemisphere Land & Ocean,0.09,0.06,0.21,0.21,0.16,0.24,0.24,0.22,0.23,0.09,0.01,0.08,0.15,0.15,0.07,0.19,0.23,0.11
1944-01-05,Global Land,0.30,0.10,0.08,-0.09,-0.09,-0.09,0.02,0.03,0.19,0.18,-0.02,-0.23,0.03,0.07,0.20,-0.03,-0.01,0.12
1944-01-05,Northern Hemisphere Land,0.71,0.38,0.14,-0.01,0.12,0.04,0.00,0.06,0.28,0.34,0.05,-0.35,0.15,0.21,0.50,0.08,0.03,0.23
1944-01-05,Southern Hemisphere Land & Ocean,-0.01,-0.12,0.02,-0.17,-0.28,-0.19,0.01,0.02,0.14,0.04,-0.10,-0.11,-0.06,-0.06,-0.06,-0.14,-0.05,0.03
1943-01-05,Global Land & Ocean,-0.04,0.13,-0.08,0.07,0.04,-0.06,0.08,0.00,0.06,0.22,0.20,0.24,0.07,0.06,0.05,0.01,0.01,0.16
1943-01-05,Northern Hemisphere Land & Ocean,-0.15,0.30,-0.08,0.23,0.18,-0.10,-0.02,0.10,0.14,0.43,0.36,0.39,0.15,0.13,0.10,0.11,-0.01,0.31
1943-01-05,Southern Hemisphere Land & Ocean,0.06,-0.06,-0.10,-0.11,-0.10,-0.04,0.17,-0.09,-0.03,0.00,0.03,0.08,-0.02,-0.02,-0.01,-0.10,0.01,0.00
1943-01-05,Global Land,-0.23,0.01,-0.17,-0.02,-0.11,-0.13,0.07,-0.19,0.04,0.26,0.06,0.18,-0.02,-0.03,-0.06,-0.10,-0.08,0.12
1943-01-05,Northern Hemisphere Land,-0.34,0.28,-0.16,0.17,0.20,-0.10,0.01,0.06,0.08,0.38,0.24,0.40,0.10,0.07,0.00,0.07,-0.01,0.24
1943-01-05,Southern Hemisphere Land & Ocean,-0.11,-0.24,-0.20,-0.21,-0.41,-0.22,0.09,-0.36,-0.03,0.17,-0.09,-0.04,-0.14,-0.14,-0.13,-0.27,-0.16,0.02
1942-01-05,Global Land & Ocean,0.26,0.01,0.09,0.10,0.08,0.04,0.00,-0.04,-0.04,-0.01,0.08,0.07,0.05,0.07,0.16,0.09,0.00,0.01
1942-01-05,Northern Hemisphere Land & Ocean,0.32,-0.09,0.09,0.11,0.11,0.10,0.00,-0.09,0.07,0.23,0.23,0.16,0.10,0.10,0.13,0.10,0.00,0.18
1942-01-05,Southern Hemisphere Land & Ocean,0.20,0.13,0.11,0.11,0.06,-0.01,-0.01,0.02,-0.15,-0.26,-0.09,-0.04,0.01,0.03,0.19,0.09,0.00,-0.17
1942-01-05,Global Land,0.19,-0.04,-0.02,-0.03,0.01,0.06,0.03,0.09,0.05,-0.01,0.11,0.03,0.04,0.04,0.06,-0.02,0.06,0.05
1942-01-05,Northern Hemisphere Land,0.23,-0.24,0.06,0.04,0.09,0.13,0.05,-0.14,0.10,0.28,0.19,0.04,0.07,0.06,-0.04,0.06,0.01,0.19
1942-01-05,Southern Hemisphere Land & Ocean,0.20,0.12,-0.02,-0.05,-0.03,0.02,-0.01,0.29,0.05,-0.26,0.00,-0.03,0.02,0.04,0.15,-0.03,0.10,-0.07
1941-01-05,Global Land & Ocean,0.21,0.32,0.08,0.17,0.14,0.11,0.21,0.14,0.02,0.33,0.24,0.20,0.18,0.19,0.27,0.13,0.15,0.20
1941-01-05,Northern Hemisphere Land & Ocean,0.26,0.51,0.10,0.16,0.18,0.19,0.24,0.18,0.11,0.47,0.22,0.17,0.23,0.24,0.36,0.15,0.20,0.26
1941-01-05,Southern Hemisphere Land & Ocean,0.18,0.15,0.09,0.20,0.13,0.08,0.20,0.13,-0.04,0.22,0.29,0.25,0.16,0.16,0.20,0.14,0.14,0.16
1941-01-05,Global Land,0.03,0.20,-0.11,0.01,0.10,0.12,0.26,0.03,-0.20,0.09,-0.05,0.02,0.04,0.06,0.15,0.00,0.14,-0.06
1941-01-05,Northern Hemisphere Land,0.11,0.50,-0.02,0.09,0.09,0.13,0.16,0.06,-0.09,0.28,-0.08,-0.10,0.09,0.13,0.29,0.05,0.12,0.04
1941-01-05,Southern Hemisphere Land & Ocean,-0.05,-0.01,-0.15,-0.02,0.14,0.09,0.26,-0.01,-0.26,-0.07,0.00,0.13,0.00,0.01,0.05,-0.01,0.11,-0.11
1940-01-05,Global Land & Ocean,-0.06,0.12,0.15,0.18,0.09,0.08,0.12,0.04,0.13,0.07,0.17,0.27,0.11,0.13,0.17,0.14,0.08,0.12
1940-01-05,Northern Hemisphere Land & Ocean,-0.20,0.23,0.17,0.31,0.13,0.09,0.15,0.03,0.22,0.22,0.32,0.30,0.17,0.21,0.29,0.20,0.09,0.26
1940-01-05,Southern Hemisphere Land & Ocean,0.10,0.02,0.14,0.05,0.06,0.06,0.09,0.07,0.06,-0.06,0.05,0.26,0.08,0.06,0.06,0.08,0.07,0.02
1940-01-05,Global Land,-0.21,0.05,0.10,0.01,0.05,0.16,0.20,0.07,0.19,0.05,0.06,0.23,0.08,0.09,0.06,0.06,0.15,0.10
1940-01-05,Northern Hemisphere Land,-0.34,0.27,0.17,0.41,0.13,0.08,0.10,-0.05,0.15,0.15,0.23,0.27,0.13,0.19,0.30,0.24,0.04,0.18
1940-01-05,Southern Hemisphere Land & Ocean,-0.09,-0.12,0.04,-0.31,-0.03,0.20,0.24,0.17,0.21,-0.05,-0.05,0.22,0.04,0.00,-0.13,-0.10,0.20,0.04
1939-01-05,Global Land & Ocean,-0.07,-0.08,-0.19,-0.10,-0.06,-0.08,-0.08,-0.08,-0.07,-0.03,0.06,0.44,-0.03,-0.08,-0.13,-0.12,-0.08,-0.01
1939-01-05,Northern Hemisphere Land & Ocean,0.00,-0.02,-0.25,-0.06,-0.03,-0.02,0.02,0.07,0.14,0.09,0.23,0.82,0.08,-0.01,-0.11,-0.11,0.02,0.15
1939-01-05,Southern Hemisphere Land & Ocean,-0.17,-0.16,-0.15,-0.15,-0.11,-0.15,-0.18,-0.20,-0.27,-0.15,-0.12,0.07,-0.15,-0.17,-0.16,-0.13,-0.18,-0.18
1939-01-05,Global Land,-0.03,-0.18,-0.36,-0.17,-0.02,-0.11,-0.13,-0.26,-0.14,-0.09,-0.17,0.33,-0.11,-0.15,-0.11,-0.18,-0.17,-0.13
1939-01-05,Northern Hemisphere Land,0.13,0.05,-0.30,0.03,-0.03,0.01,0.10,0.11,0.15,0.00,0.21,0.99,0.12,0.02,0.00,-0.10,0.07,0.12
1939-01-05,Southern Hemisphere Land & Ocean,-0.19,-0.39,-0.43,-0.34,-0.01,-0.21,-0.32,-0.51,-0.38,-0.22,-0.41,-0.20,-0.30,-0.29,-0.22,-0.26,-0.35,-0.34
1938-01-05,Global Land & Ocean,0.02,-0.02,0.08,0.04,-0.10,-0.18,-0.09,-0.06,0.02,0.11,0.04,-0.22,-0.03,-0.02,-0.04,0.01,-0.11,0.06
1938-01-05,Northern Hemisphere Land & Ocean,0.25,0.19,0.32,0.29,0.01,-0.09,-0.02,0.09,0.20,0.26,0.25,-0.30,0.12,0.14,0.12,0.21,-0.01,0.24
1938-01-05,Southern Hemisphere Land & Ocean,-0.21,-0.24,-0.18,-0.22,-0.22,-0.28,-0.18,-0.23,-0.18,-0.07,-0.21,-0.17,-0.20,-0.20,-0.20,-0.21,-0.23,-0.15
1938-01-05,Global Land,0.00,0.00,0.19,0.27,0.08,-0.12,0.01,-0.08,0.10,0.30,0.11,-0.12,0.06,0.06,-0.03,0.18,-0.06,0.17
1938-01-05,Northern Hemisphere Land,0.33,0.34,0.50,0.49,0.01,-0.02,0.10,0.28,0.35,0.46,0.38,-0.19,0.25,0.26,0.20,0.33,0.12,0.40
1938-01-05,Southern Hemisphere Land & Ocean,-0.27,-0.29,-0.08,0.02,0.13,-0.19,-0.03,-0.35,-0.13,0.09,-0.17,-0.08,-0.11,-0.12,-0.23,0.02,-0.19,-0.07
1937-01-05,Global Land & Ocean,-0.13,0.03,-0.18,-0.17,-0.08,-0.05,-0.05,0.02,0.11,0.08,0.09,-0.12,-0.04,-0.03,-0.04,-0.14,-0.03,0.10
1937-01-05,Northern Hemisphere Land & Ocean,-0.01,0.28,-0.15,-0.07,0.08,0.14,0.14,0.16,0.34,0.33,0.27,-0.08,0.12,0.14,0.13,-0.05,0.15,0.31
1937-01-05,Southern Hemisphere Land & Ocean,-0.26,-0.22,-0.21,-0.27,-0.24,-0.24,-0.23,-0.12,-0.11,-0.17,-0.08,-0.16,-0.19,-0.20,-0.23,-0.24,-0.20,-0.12
1937-01-05,Global Land,-0.12,0.06,-0.20,-0.19,-0.02,-0.05,-0.12,0.05,0.24,0.21,0.29,-0.09,0.00,0.02,0.01,-0.14,-0.04,0.24
1937-01-05,Northern Hemisphere Land,0.14,0.41,-0.19,-0.06,0.12,0.19,0.19,0.25,0.43,0.46,0.35,-0.08,0.18,0.21,0.25,-0.04,0.21,0.41
1937-01-05,Southern Hemisphere Land & Ocean,-0.31,-0.22,-0.20,-0.33,-0.18,-0.26,-0.37,-0.12,0.03,-0.02,0.25,-0.12,-0.15,-0.15,-0.19,-0.24,-0.25,0.09
1936-01-05,Global Land & Ocean,-0.28,-0.39,-0.22,-0.20,-0.18,-0.21,-0.08,-0.14,-0.09,-0.04,-0.04,-0.03,-0.16,-0.17,-0.29,-0.20,-0.14,-0.06
1936-01-05,Northern Hemisphere Land & Ocean,-0.29,-0.50,-0.13,-0.05,-0.02,0.06,0.13,0.04,0.07,0.05,0.06,0.13,-0.04,-0.07,-0.33,-0.07,0.08,0.06
1936-01-05,Southern Hemisphere Land & Ocean,-0.27,-0.26,-0.31,-0.35,-0.33,-0.48,-0.30,-0.31,-0.25,-0.12,-0.14,-0.20,-0.28,-0.28,-0.24,-0.33,-0.36,-0.17
1936-01-05,Global Land,-0.28,-0.43,-0.16,-0.03,-0.29,-0.17,0.21,0.01,-0.01,0.02,0.04,0.10,-0.08,-0.11,-0.30,-0.16,0.02,0.02
1936-01-05,Northern Hemisphere Land,-0.30,-0.66,-0.16,-0.04,-0.05,0.18,0.28,0.13,0.12,0.11,0.13,0.20,0.00,-0.04,-0.38,-0.08,0.20,0.12
1936-01-05,Southern Hemisphere Land & Ocean,-0.24,-0.23,-0.17,-0.07,-0.42,-0.48,0.10,-0.11,-0.13,-0.04,-0.06,-0.03,-0.16,-0.17,-0.20,-0.22,-0.16,-0.08
1935-01-05,Global Land & Ocean,-0.33,0.15,-0.13,-0.36,-0.30,-0.27,-0.23,-0.22,-0.21,-0.08,-0.28,-0.20,-0.20,-0.19,-0.08,-0.26,-0.24,-0.19
1935-01-05,Northern Hemisphere Land & Ocean,-0.39,0.60,0.07,-0.32,-0.32,-0.14,-0.05,-0.06,-0.03,0.09,-0.34,-0.20,-0.09,-0.06,0.12,-0.19,-0.08,-0.09
1935-01-05,Southern Hemisphere Land & Ocean,-0.27,-0.32,-0.33,-0.40,-0.29,-0.39,-0.39,-0.38,-0.36,-0.24,-0.20,-0.19,-0.31,-0.32,-0.28,-0.34,-0.39,-0.27
1935-01-05,Global Land,-0.33,0.22,0.03,-0.49,-0.35,-0.22,-0.28,-0.25,-0.38,-0.06,-0.32,-0.18,-0.22,-0.20,-0.01,-0.27,-0.25,-0.25
1935-01-05,Northern Hemisphere Land,-0.45,0.69,0.18,-0.36,-0.44,-0.07,0.02,0.01,0.05,0.14,-0.42,-0.19,-0.07,-0.01,0.25,-0.21,-0.01,-0.08
1935-01-05,Southern Hemisphere Land & Ocean,-0.19,-0.15,-0.12,-0.62,-0.33,-0.40,-0.50,-0.46,-0.63,-0.16,-0.18,-0.15,-0.32,-0.33,-0.21,-0.36,-0.45,-0.32
1934-01-05,Global Land & Ocean,-0.24,-0.04,-0.32,-0.30,-0.11,-0.15,-0.10,-0.11,-0.16,-0.08,0.03,-0.04,-0.14,-0.17,-0.25,-0.25,-0.12,-0.07
1934-01-05,Northern Hemisphere Land & Ocean,-0.20,0.32,-0.32,-0.27,0.05,-0.03,-0.03,-0.08,-0.13,0.11,0.28,0.17,-0.01,-0.07,-0.15,-0.18,-0.05,0.09
1934-01-05,Southern Hemisphere Land & Ocean,-0.31,-0.42,-0.34,-0.34,-0.27,-0.27,-0.17,-0.14,-0.19,-0.27,-0.21,-0.25,-0.27,-0.27,-0.36,-0.32,-0.19,-0.22
1934-01-05,Global Land,-0.14,-0.12,-0.36,-0.35,0.00,-0.18,0.00,0.07,-0.08,-0.05,0.05,0.07,-0.09,-0.14,-0.27,-0.24,-0.04,-0.03
1934-01-05,Northern Hemisphere Land,-0.18,0.44,-0.35,-0.28,0.13,0.01,0.05,-0.02,-0.05,0.21,0.47,0.49,0.08,-0.02,-0.12,-0.17,0.01,0.21
1934-01-05,Southern Hemisphere Land & Ocean,-0.17,-0.59,-0.44,-0.40,-0.12,-0.28,-0.03,0.08,-0.14,-0.29,-0.29,-0.28,-0.25,-0.27,-0.43,-0.32,-0.08,-0.24
1933-01-05,Global Land & Ocean,-0.34,-0.34,-0.30,-0.25,-0.29,-0.34,-0.21,-0.24,-0.27,-0.21,-0.30,-0.46,-0.29,-0.28,-0.31,-0.28,-0.26,-0.26
1933-01-05,Northern Hemisphere Land & Ocean,-0.36,-0.37,-0.30,-0.19,-0.26,-0.29,-0.11,-0.15,-0.23,-0.11,-0.22,-0.56,-0.26,-0.23,-0.30,-0.25,-0.19,-0.19
1933-01-05,Southern Hemisphere Land & Ocean,-0.30,-0.29,-0.28,-0.32,-0.32,-0.38,-0.32,-0.33,-0.31,-0.31,-0.38,-0.37,-0.33,-0.32,-0.31,-0.31,-0.34,-0.33
1933-01-05,Global Land,-0.36,-0.28,-0.25,-0.19,-0.13,-0.27,-0.12,-0.18,-0.10,-0.08,-0.36,-0.55,-0.24,-0.20,-0.26,-0.19,-0.19,-0.18
1933-01-05,Northern Hemisphere Land,-0.47,-0.44,-0.37,-0.20,-0.20,-0.26,0.07,-0.02,-0.15,-0.05,-0.25,-0.63,-0.25,-0.20,-0.33,-0.26,-0.07,-0.15
1933-01-05,Southern Hemisphere Land & Ocean,-0.23,-0.16,-0.15,-0.20,-0.09,-0.27,-0.32,-0.30,-0.08,-0.10,-0.46,-0.52,-0.24,-0.21,-0.20,-0.15,-0.30,-0.21
1932-01-05,Global Land & Ocean,0.14,-0.18,-0.19,-0.06,-0.19,-0.30,-0.24,-0.23,-0.11,-0.11,-0.26,-0.25,-0.17,-0.15,-0.04,-0.15,-0.26,-0.16
1932-01-05,Northern Hemisphere Land & Ocean,0.40,-0.20,-0.21,0.10,-0.12,-0.15,-0.13,-0.09,0.10,0.13,-0.29,-0.17,-0.05,-0.04,0.07,-0.08,-0.12,-0.02
1932-01-05,Southern Hemisphere Land & Ocean,-0.12,-0.16,-0.17,-0.23,-0.26,-0.44,-0.34,-0.37,-0.31,-0.33,-0.23,-0.33,-0.28,-0.27,-0.16,-0.22,-0.38,-0.29
1932-01-05,Global Land,0.33,-0.28,-0.20,0.06,-0.19,-0.47,-0.23,-0.18,0.05,0.09,-0.10,-0.15,-0.11,-0.09,0.04,-0.11,-0.29,0.01
1932-01-05,Northern Hemisphere Land,0.66,-0.26,-0.19,0.16,-0.11,-0.10,-0.09,0.02,0.17,0.28,-0.32,-0.08,0.01,0.03,0.19,-0.05,-0.06,0.04
1932-01-05,Southern Hemisphere Land & Ocean,0.03,-0.27,-0.24,-0.05,-0.26,-0.74,-0.36,-0.39,-0.12,-0.12,0.07,-0.19,-0.22,-0.21,-0.09,-0.18,-0.50,-0.06
1931-01-05,Global Land & Ocean,-0.10,-0.24,-0.08,-0.22,-0.20,-0.07,-0.03,-0.03,-0.07,0.02,-0.11,-0.09,-0.10,-0.10,-0.13,-0.16,-0.04,-0.05
1931-01-05,Northern Hemisphere Land & Ocean,0.04,-0.29,0.00,-0.16,-0.13,0.17,0.10,0.11,0.18,0.30,0.15,0.03,0.04,0.05,-0.06,-0.10,0.13,0.21
1931-01-05,Southern Hemisphere Land & Ocean,-0.22,-0.16,-0.14,-0.25,-0.24,-0.30,-0.15,-0.16,-0.30,-0.25,-0.37,-0.21,-0.23,-0.23,-0.18,-0.21,-0.20,-0.31
1931-01-05,Global Land,-0.14,-0.28,-0.05,-0.30,-0.17,-0.09,0.07,0.09,-0.17,0.05,-0.16,0.07,-0.09,-0.10,-0.16,-0.17,0.02,-0.09
1931-01-05,Northern Hemisphere Land,0.03,-0.43,0.02,-0.13,-0.15,0.18,0.23,0.23,0.26,0.45,0.34,0.17,0.10,0.09,-0.12,-0.09,0.21,0.35
1931-01-05,Southern Hemisphere Land & Ocean,-0.25,-0.08,-0.10,-0.41,-0.17,-0.31,-0.08,-0.07,-0.45,-0.33,-0.60,-0.04,-0.24,-0.25,-0.17,-0.22,-0.15,-0.46
1930-01-05,Global Land & Ocean,-0.30,-0.27,-0.08,-0.24,-0.23,-0.19,-0.19,-0.12,-0.11,-0.09,0.16,-0.06,-0.14,-0.18,-0.37,-0.18,-0.17,-0.01
1930-01-05,Northern Hemisphere Land & Ocean,-0.11,-0.19,0.16,-0.15,-0.19,-0.11,0.02,0.08,0.03,0.10,0.41,0.07,0.01,-0.05,-0.32,-0.06,0.00,0.18
1930-01-05,Southern Hemisphere Land & Ocean,-0.48,-0.34,-0.32,-0.32,-0.26,-0.26,-0.37,-0.31,-0.24,-0.25,-0.07,-0.17,-0.28,-0.30,-0.41,-0.30,-0.31,-0.19
1930-01-05,Global Land,-0.21,-0.19,-0.05,-0.20,-0.14,-0.19,-0.18,-0.15,-0.11,-0.27,0.11,-0.06,-0.14,-0.18,-0.33,-0.13,-0.18,-0.09
1930-01-05,Northern Hemisphere Land,-0.13,-0.23,0.26,-0.08,-0.18,-0.03,0.15,0.25,0.06,0.06,0.36,0.06,0.05,-0.01,-0.34,0.00,0.12,0.16
1930-01-05,Southern Hemisphere Land & Ocean,-0.25,-0.20,-0.33,-0.29,-0.15,-0.32,-0.43,-0.52,-0.31,-0.56,-0.10,-0.16,-0.30,-0.33,-0.32,-0.26,-0.42,-0.32
1929-01-05,Global Land & Ocean,-0.46,-0.59,-0.31,-0.39,-0.38,-0.40,-0.33,-0.29,-0.22,-0.13,-0.11,-0.53,-0.35,-0.32,-0.41,-0.36,-0.34,-0.15
1929-01-05,Northern Hemisphere Land & Ocean,-0.56,-0.82,-0.16,-0.32,-0.28,-0.35,-0.31,-0.15,-0.16,0.01,-0.01,-0.65,-0.31,-0.26,-0.48,-0.25,-0.27,-0.05
1929-01-05,Southern Hemisphere Land & Ocean,-0.35,-0.37,-0.45,-0.46,-0.48,-0.45,-0.34,-0.43,-0.27,-0.26,-0.20,-0.40,-0.37,-0.36,-0.33,-0.47,-0.41,-0.24
1929-01-05,Global Land,-0.27,-0.50,-0.33,-0.42,-0.41,-0.43,-0.36,-0.36,-0.19,0.03,-0.02,-0.59,-0.32,-0.27,-0.27,-0.39,-0.38,-0.06
1929-01-05,Northern Hemisphere Land,-0.42,-0.93,-0.11,-0.35,-0.27,-0.31,-0.25,-0.11,-0.10,0.10,0.09,-0.65,-0.28,-0.21,-0.41,-0.24,-0.22,0.03
1929-01-05,Southern Hemisphere Land & Ocean,-0.13,-0.16,-0.51,-0.52,-0.56,-0.55,-0.49,-0.56,-0.29,-0.02,-0.08,-0.51,-0.37,-0.34,-0.15,-0.53,-0.53,-0.13
1928-01-05,Global Land & Ocean,-0.01,-0.08,-0.27,-0.27,-0.30,-0.37,-0.18,-0.21,-0.18,-0.17,-0.09,-0.17,-0.19,-0.20,-0.14,-0.28,-0.25,-0.14
1928-01-05,Northern Hemisphere Land & Ocean,0.29,0.12,-0.27,-0.31,-0.15,-0.28,-0.08,-0.16,-0.10,-0.05,0.06,-0.07,-0.08,-0.11,0.01,-0.24,-0.18,-0.03
1928-01-05,Southern Hemisphere Land & Ocean,-0.28,-0.27,-0.27,-0.23,-0.44,-0.44,-0.27,-0.27,-0.25,-0.28,-0.22,-0.27,-0.29,-0.29,-0.27,-0.31,-0.33,-0.25
1928-01-05,Global Land,0.07,-0.01,-0.09,-0.06,-0.38,-0.55,-0.05,-0.03,0.03,-0.03,0.09,-0.04,-0.09,-0.10,-0.06,-0.18,-0.21,0.03
1928-01-05,Northern Hemisphere Land,0.43,0.24,-0.23,-0.27,-0.04,-0.22,0.10,-0.05,0.01,0.09,0.17,0.13,0.03,-0.01,0.10,-0.18,-0.06,0.09
1928-01-05,Southern Hemisphere Land & Ocean,-0.22,-0.15,0.04,0.15,-0.67,-0.81,-0.23,-0.02,0.07,-0.08,0.07,-0.15,-0.17,-0.16,-0.16,-0.16,-0.35,0.02
1927-01-05,Global Land & Ocean,-0.27,-0.18,-0.36,-0.30,-0.25,-0.26,-0.16,-0.20,-0.10,0.00,-0.03,-0.33,-0.20,-0.20,-0.24,-0.31,-0.21,-0.05
1927-01-05,Northern Hemisphere Land & Ocean,-0.28,-0.09,-0.44,-0.28,-0.14,-0.11,-0.03,-0.09,0.07,0.26,0.15,-0.37,-0.11,-0.10,-0.21,-0.29,-0.08,0.16
1927-01-05,Southern Hemisphere Land & Ocean,-0.26,-0.26,-0.29,-0.32,-0.36,-0.40,-0.29,-0.31,-0.26,-0.25,-0.19,-0.27,-0.29,-0.29,-0.26,-0.32,-0.33,-0.23
1927-01-05,Global Land,-0.18,-0.18,-0.37,-0.34,-0.29,-0.25,-0.04,-0.25,-0.11,0.14,0.12,-0.23,-0.16,-0.17,-0.20,-0.33,-0.18,0.05
1927-01-05,Northern Hemisphere Land,-0.17,-0.06,-0.48,-0.39,-0.11,-0.07,0.17,0.00,0.11,0.37,0.23,-0.38,-0.06,-0.06,-0.19,-0.33,0.04,0.24
1927-01-05,Southern Hemisphere Land & Ocean,-0.20,-0.28,-0.27,-0.30,-0.46,-0.39,-0.24,-0.44,-0.28,-0.06,0.02,-0.12,-0.25,-0.26,-0.22,-0.34,-0.36,-0.11
1926-01-05,Global Land & Ocean,0.20,0.06,0.12,-0.12,-0.22,-0.22,-0.24,-0.13,-0.12,-0.09,-0.05,-0.28,-0.09,-0.06,0.12,-0.07,-0.20,-0.09
1926-01-05,Northern Hemisphere Land & Ocean,0.52,0.26,0.37,-0.11,-0.21,-0.16,-0.15,-0.07,-0.02,0.08,0.18,-0.28,0.03,0.08,0.35,0.02,-0.13,0.08
1926-01-05,Southern Hemisphere Land & Ocean,-0.11,-0.12,-0.13,-0.12,-0.21,-0.26,-0.31,-0.17,-0.20,-0.25,-0.25,-0.27,-0.20,-0.18,-0.10,-0.15,-0.25,-0.24
1926-01-05,Global Land,0.26,0.29,0.21,-0.11,-0.36,-0.21,-0.16,0.03,0.02,-0.11,0.04,-0.24,-0.03,0.01,0.25,-0.08,-0.11,-0.02
1926-01-05,Northern Hemisphere Land,0.68,0.43,0.54,-0.10,-0.30,-0.12,-0.08,0.00,0.05,0.08,0.20,-0.35,0.09,0.15,0.50,0.05,-0.07,0.11
1926-01-05,Southern Hemisphere Land & Ocean,-0.06,0.21,-0.04,-0.10,-0.42,-0.27,-0.25,0.01,0.03,-0.22,-0.06,-0.19,-0.11,-0.09,0.07,-0.19,-0.17,-0.08
1925-01-05,Global Land & Ocean,-0.36,-0.37,-0.25,-0.25,-0.30,-0.32,-0.27,-0.15,-0.16,-0.17,0.04,0.09,-0.21,-0.25,-0.38,-0.26,-0.25,-0.10
1925-01-05,Northern Hemisphere Land & Ocean,-0.24,-0.35,-0.19,-0.15,-0.23,-0.24,-0.24,-0.12,0.02,-0.07,0.22,0.28,-0.11,-0.16,-0.31,-0.19,-0.20,0.06
1925-01-05,Southern Hemisphere Land & Ocean,-0.49,-0.41,-0.31,-0.34,-0.36,-0.40,-0.30,-0.17,-0.32,-0.27,-0.12,-0.07,-0.30,-0.33,-0.45,-0.34,-0.29,-0.24
1925-01-05,Global Land,-0.41,-0.35,-0.26,-0.15,-0.32,-0.39,-0.40,-0.08,-0.28,-0.34,-0.01,0.20,-0.23,-0.27,-0.34,-0.24,-0.29,-0.21
1925-01-05,Northern Hemisphere Land,-0.20,-0.28,-0.16,-0.08,-0.27,-0.20,-0.22,0.00,0.15,-0.07,0.22,0.38,-0.06,-0.11,-0.24,-0.17,-0.14,0.10
